Name,Age Range,Open Time,Close Time,Program Type,Image URL,Page Link
Academic Beginnings Child Development Center,Up to 13 yrs,6:30am,6:30pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/17.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/academic-beginnings-child-development-center-36503
Austin Shelter For Women And Children Child Care Center,12 mos - 5 yrs,7:30am,5:30pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/19.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/austin-shelter-for-women-and-children-child-care-center-39963
Baby Love Child Care,Up to 13 yrs,7:00am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/baby-love-child-care-39867
Brooke Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/brooke-elem-pre-k-231892
Brown Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/brown-elem-pre-k-232678
Busy Bee Daycare,Up to 13 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/busy-bee-daycare-44068
Cadets Child Care Inc. Dba Clubhouse Cadets @ Travis Heights,Up to 5 yrs,7:00am,5:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/cadets-child-care-inc-dba-clubhouse-cadets-travis-heights-37082
Cadets  Childcare Inc. Dba Clubhouse Cadets @ Zavala Elementa,Up to 5 yrs,7:00am,5:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/cadets-childcare-inc-dba-clubhouse-cadets-zavala-elementa-32685
Creative Action After School @ Sunset Valley Elementary,3 yrs - 13 yrs,2:57pm,6:00pm,Preschools,N/A,https://mybrightwheel.com/search/austin/creative-action-after-school-sunset-valley-elementary-38418
Elizabeth Riney,Up to 13 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/elizabeth-riney-41552
First Start Day Care,Up to 13 yrs,6:30am,6:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/first-start-day-care-43615
Gaining Academic Progress Pre-K Learning Center,3 yrs - 13 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/gaining-academic-progress-pre-k-learning-center-43342
Georgina Mclaughlin,Up to 13 yrs,6:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/georgina-mclaughlin-43054
Grandma Honeys Childcare,Up to 13 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/grandma-honeys-childcare-43594
Hue Thi Nguyen,Up to 13 yrs,7:30am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/hue-thi-nguyen-43431
Ira Ghatak-Roy,Up to 5 yrs,7:00am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/ira-ghatak-roy-42285
Jemie Johnson,Up to 13 yrs,5:30am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/jemie-johnson-40689
Jill  Harris,Up to 5 yrs,6:30am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/jill-harris-43200
Lauras Daycare,Up to 13 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/lauras-daycare-42150
Little Explorers Childcare,Up to 12 yrs,7:00am,6:00pm,Play Based,https://images.mybrightwheel.com/schools/16.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/little-explorers-childcare-228114
Loriann Riley,Up to 13 yrs,7:30am,5:00pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/2.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/loriann-riley-37988
Margaret Saldana,Up to 13 yrs,7:30am,5:30pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/18.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/margaret-saldana-42168
Ms. Sam's Daycare,Up to 13 yrs,7:00am,5:45pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/ms-sam-s-daycare-37776
Nana's Learning Center,Up to 13 yrs,6:30am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/nana-s-learning-center-39399
Navarro Child Development Center,Up to 5 yrs,8:00am,4:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/navarro-child-development-center-35419
O Henry Extend A Care,Up to 5 yrs,N/A,N/A,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/o-henry-extend-a-care-37952
Papa & Nanas Child Care,Up to 13 yrs,6:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/papa-nanas-child-care-43111
Parmer Lane Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/parmer-lane-elem-pre-k-231546
Rosewood Zaragosa Child Development Center Child Inc.,12 mos - 13 yrs,7:30am,5:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/rosewood-zaragosa-child-development-center-child-inc-38181
Rosie Davis,Up to 13 yrs,6:30am,6:00am,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/rosie-davis-41499
Shelly Bowers,12 mos - 13 yrs,8:00am,5:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/shelly-bowers-37072
St Matthews Episcopal School,12 mos - 13 yrs,9:00am,2:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/st-matthews-episcopal-school-42056
Teresas Home Daycare,Up to 13 yrs,7:00am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/teresas-home-daycare-40017
Tonis Fun  Learning Program,Up to 13 yrs,7:30am,5:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/tonis-fun-learning-program-42415
Travis High School Child Development Center,Up to 5 yrs,8:30am,4:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/travis-high-school-child-development-center-35734
Wooldridge Aisd,Up to 13 yrs,7:00am,5:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/wooldridge-aisd-35952
Zee Zuniga,Up to 3 yrs,7:30am,5:30pm,Daycare & Child Care,N/A,https://mybrightwheel.com/search/austin/zee-zuniga-41661
Abundant Life Learning Center,12 mos - 13 yrs,6:30am,6:00pm,Religious,N/A,https://mybrightwheel.com/search/austin/abundant-life-learning-center-41227
Cecilia Fraustro,Up to 13 yrs,7:30am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/cecilia-fraustro-41850
Headwaters School,4 yrs - 13 yrs,N/A,N/A,Preschools,https://images.mybrightwheel.com/schools/4.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/headwaters-school-232708
Hill Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Play Based,https://images.mybrightwheel.com/schools/18.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/hill-elem-pre-k-232804
Lake Travis Isd Child Development Center At Lpe,Up to 5 yrs,6:45am,5:15pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/11.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/lake-travis-isd-child-development-center-at-lpe-43260
Laura Bush YMCA,Unknown,N/A,N/A,Unknown,N/A,https://mybrightwheel.com/search/austin/laura-bush-ymca-227889
Littlehands Homechildcare,Up to 13 yrs,7:45am,5:30pm,Mixed Age,N/A,https://mybrightwheel.com/search/austin/littlehands-homechildcare-41931
Live Oak Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/live-oak-elem-pre-k-232806
Mcbee Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/mcbee-elem-pre-k-231025
Nanas Playhouse Learning Center,Up to 13 yrs,6:30am,6:00pm,Play Based,N/A,https://mybrightwheel.com/search/austin/nanas-playhouse-learning-center-39808
Noahs Ark Preschool At Park Hills,12 mos - 13 yrs,N/A,N/A,Arts,N/A,https://mybrightwheel.com/search/austin/noahs-ark-preschool-at-park-hills-34568
O Henry Eac YMCA,Up to 5 yrs,7:00am,6:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/o-henry-eac-ymca-199326
Overton Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/overton-elem-pre-k-232583
Pflugerville Northwest Elementary Child Development Center,Up to 5 yrs,6:45am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/pflugerville-northwest-elementary-child-development-center-43816
Playtime Learning Center,Up to 13 yrs,7:30am,6:00pm,Play Based,N/A,https://mybrightwheel.com/search/austin/playtime-learning-center-39944
Proximity Learning (Digital Learning School),5 yrs - 13 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/proximity-learning-digital-learning-school-232869
Rainbow Scholars Academy,3 yrs - 5 yrs,N/A,N/A,Outdoor Nature,N/A,https://mybrightwheel.com/search/austin/rainbow-scholars-academy-227687
Steiner Ranch Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Play Based,N/A,https://mybrightwheel.com/search/austin/steiner-ranch-elem-pre-k-232051
Stepping Stone School Mueller Ut,Up to 13 yrs,N/A,N/A,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/stepping-stone-school-mueller-ut-39325
St. Matthew's Episcopal School Austin,4 yrs - 6 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/st-matthew-s-episcopal-school-austin-232737
The Greenwood School LLC,Up to 13 yrs,N/A,N/A,Outdoor Nature,N/A,https://mybrightwheel.com/search/austin/the-greenwood-school-llc-42127
The Preparatory School Of Dripping Springs,Up to 13 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/the-preparatory-school-of-dripping-springs-43502
Andrews Eac YMCA,2 yrs - 11 yrs,2:00pm,6:30pm,Preschools,https://images.mybrightwheel.com/schools/20.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/andrews-eac-ymca-41400
Angela N. Johnson,Up to 13 yrs,6:00am,11:00pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/17.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/angela-n-johnson-42577
Anne Remme,12 mos - 13 yrs,N/A,N/A,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/2.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/anne-remme-42121
Barbara Twining,Up to 13 yrs,7:00am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/barbara-twining-40474
Casis Eac YMCA,3 yrs - 12 yrs,3:00pm,6:30pm,Preschools,N/A,https://mybrightwheel.com/search/austin/casis-eac-ymca-199068
Corene Coburn,Up to 13 yrs,6:00am,6:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/corene-coburn-40826
Cynitha Crayton,Up to 13 yrs,6:00am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/cynitha-crayton-41512
Ellen Nunley,Up to 5 yrs,7:00am,9:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/ellen-nunley-38788
Hongjo Kwon,12 mos - 13 yrs,9:00am,2:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/hongjo-kwon-42558
Joseph Gilbert Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/joseph-gilbert-elem-pre-k-232300
Julia Orria,Up to 13 yrs,8:30am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/julia-orria-42213
Juskare,Up to 13 yrs,7:30am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/juskare-40022
Lake Pointe Elem Pre-K,3 yrs - 11 yrs,7:00am,7:00pm,Preschools,N/A,https://mybrightwheel.com/search/austin/lake-pointe-elem-pre-k-231937
Langford Eac YMCA,2 yrs - 11 yrs,2:45pm,6:00pm,Preschools,N/A,https://mybrightwheel.com/search/austin/langford-eac-ymca-37393
Loretta Johnson,Up to 13 yrs,6:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/loretta-johnson-40096
"Majestic Oak, LLC",12 mos - 5 yrs,9:00am,3:00pm,Waldorf,N/A,https://mybrightwheel.com/search/austin/majestic-oak-llc-42071
Maricela Abundis Busy Bees,Up to 13 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/maricela-abundis-busy-bees-40476
Martha Mendoza Gomez,12 mos - 13 yrs,3:00pm,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/martha-mendoza-gomez-40943
Maurice  Martin,Up to 13 yrs,7:00am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/maurice-martin-43614
Nancy Langdon,Up to 13 yrs,6:00am,6:00am,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/nancy-langdon-39305
Ngoc My Thai,Up to 5 yrs,6:00am,6:00pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/7.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/ngoc-my-thai-43064
Norma Soto,Up to 13 yrs,7:00am,5:30pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/17.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/norma-soto-41283
Oak Hill Eac YMCA,2 yrs - 11 yrs,2:00pm,6:30pm,Preschools,https://images.mybrightwheel.com/schools/14.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/oak-hill-eac-ymca-40996
Odom Eac YMCA,2 yrs - 11 yrs,2:45pm,6:30pm,Preschools,N/A,https://mybrightwheel.com/search/austin/odom-eac-ymca-34997
Palm Eac YMCA,2 yrs - 11 yrs,2:45pm,6:30pm,Preschools,N/A,https://mybrightwheel.com/search/austin/palm-eac-ymca-41797
Pickle Elem Pre-K,4 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/pickle-elem-pre-k-231026
Pillow Eac YMCA,2 yrs - 11 yrs,2:00pm,6:30pm,Preschools,N/A,https://mybrightwheel.com/search/austin/pillow-eac-ymca-38510
Playtime Learning Center,2 yrs - 10 yrs,N/A,N/A,Play Based,N/A,https://mybrightwheel.com/search/austin/playtime-learning-center-227997
Raegan Ellis,Up to 13 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/raegan-ellis-43027
Ruth Berny,Up to 13 yrs,7:30am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/ruth-berny-34304
Sarah Hutson,Up to 13 yrs,7:45am,5:45pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/sarah-hutson-43397
Shabana Mohammed,Up to 13 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/shabana-mohammed-37515
Shingo Libby,Up to 13 yrs,8:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/shingo-libby-42252
Sonia  Camacho,Up to 13 yrs,6:30am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/sonia-camacho-43264
The Homeschool,12 mos - 13 yrs,7:30am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/the-homeschool-38208
Toddlers Learning Clubhouse,Up to 13 yrs,7:00am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/toddlers-learning-clubhouse-41631
Winn Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/winn-elem-pre-k-231968
Adriana Bonetello,Up to 13 yrs,8:30am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/adriana-bonetello-42185
Ala-Garza Child Development Center,Up to 3 yrs,8:00am,5:00pm,Daycare & Child Care,N/A,https://mybrightwheel.com/search/austin/ala-garza-child-development-center-36275
Alice Bride,Unknown,N/A,N/A,Daycare & Child Care,N/A,https://mybrightwheel.com/search/austin/alice-bride-229156
Alice Wise,12 mos - 13 yrs,6:30am,5:30pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/17.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/alice-wise-43339
Anita Martinez,Up to 5 yrs,6:30am,6:00pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/6.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/anita-martinez-34437
Becker Elem Pre-K,4 yrs - 11 yrs,N/A,N/A,Preschools,https://images.mybrightwheel.com/schools/7.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/becker-elem-pre-k-232881
Dawanda  Bennett,Up to 13 yrs,7:00am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/dawanda-bennett-41655
Dora Gallegos,Up to 13 yrs,6:30am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/dora-gallegos-41063
Elsa Cardona,12 mos - 13 yrs,7:00am,5:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/elsa-cardona-42161
Happy Faces Bilingual Child Care Center,Up to 13 yrs,6:30am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/happy-faces-bilingual-child-care-center-35281
Happy Kids Day Care,Up to 13 yrs,6:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/happy-kids-day-care-40754
Harris Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/harris-elem-pre-k-231516
Hope Jackson,Up to 13 yrs,6:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/hope-jackson-43914
Huong Thi Tran,Up to 13 yrs,7:00am,7:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/huong-thi-tran-43633
Jamie's,Up to 13 yrs,6:30am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/jamie-s-43631
Kats Home Daycare,12 mos - 13 yrs,7:30am,6:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/kats-home-daycare-33838
Kipp Austin Ccc Extend-A-Care,Up to 5 yrs,N/A,N/A,Outdoor Nature,N/A,https://mybrightwheel.com/search/austin/kipp-austin-ccc-extend-a-care-42200
Kristy Cloud,Up to 13 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/kristy-cloud-41986
Little Explorers Childcare,Up to 13 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/little-explorers-childcare-37554
Lourdes Bautista,12 mos - 5 yrs,9:00am,2:15pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/lourdes-bautista-42780
Margie Ootsey,Up to 13 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/margie-ootsey-40933
Maria Frances Mitchell,Up to 13 yrs,7:00am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/maria-frances-mitchell-43572
Metz Eac Ymca,Up to 13 yrs,7:00am,6:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/metz-eac-ymca-31457
Mias Day Care,Up to 13 yrs,7:00am,5:30pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/20.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/mias-day-care-41290
Mrs Tabs,Up to 13 yrs,7:00am,5:30pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/12.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/mrs-tabs-38467
Nao Thi Thai,Up to 13 yrs,8:00am,6:30pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/13.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/nao-thi-thai-39415
Nhat Le Nguyen,Up to 13 yrs,8:00am,8:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/nhat-le-nguyen-43640
Nurturing Child Care Centers,Up to 13 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/nurturing-child-care-centers-35112
One Stop Montessori,Unknown,N/A,N/A,Montessori,N/A,https://mybrightwheel.com/search/austin/one-stop-montessori-227870
Pride & Joy School,Up to 13 yrs,7:30am,6:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/pride-joy-school-39863
Robin Painter,Up to 13 yrs,6:30am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/robin-painter-42318
Sara Ellason,Up to 13 yrs,6:30am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/sara-ellason-43203
Stockton Hicks The Family Tree,Up to 13 yrs,7:30am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/stockton-hicks-the-family-tree-35881
Tinh Luu,Up to 13 yrs,9:00am,8:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/tinh-luu-43001
Tiny Feet Daycare #2,Up to 13 yrs,6:00am,12:00am,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/tiny-feet-daycare-2-35932
Tracis Tots,Up to 13 yrs,7:30am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/tracis-tots-43697
Zavala Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/zavala-elem-pre-k-231896
Allison Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/allison-elem-pre-k-232254
Austin Achieve Extend A Care,Up to 5 yrs,N/A,N/A,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/austin-achieve-extend-a-care-40881
Austin Achieve Ms Eac Ymca,Up to 5 yrs,N/A,N/A,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/austin-achieve-ms-eac-ymca-40880
Brentwood Elem Pre-K,4 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/brentwood-elem-pre-k-232509
Clayton Crew,2 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/clayton-crew-41771
Graham Eac YMCA,2 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/graham-eac-ymca-43091
Idea Montopolis Extend A Care,Up to 5 yrs,N/A,N/A,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/2.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/idea-montopolis-extend-a-care-36520
Jordan  Extend A Care,2 yrs - 11 yrs,N/A,N/A,Preschools,https://images.mybrightwheel.com/schools/4.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/jordan-extend-a-care-41362
Megan Baker,Unknown,N/A,N/A,Daycare & Child Care,https://images.mybrightwheel.com/schools/19.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/megan-baker-199435
Metz Elem Pre-K,4 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/metz-elem-pre-k-232791
Michelle Baker,Up to 13 yrs,7:00am,7:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/michelle-baker-37376
Oak Springs Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/oak-springs-elem-pre-k-231988
Pleasant Hill Elem Pre-K,4 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/pleasant-hill-elem-pre-k-232469
Reilly Eac YMCA,2 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/reilly-eac-ymca-32947
Sanchez Elem Pre-K,4 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/sanchez-elem-pre-k-232605
Sims Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/sims-elem-pre-k-231136
Smith Eac YMCA,4 yrs - 11 yrs,N/A,N/A,Unknown,N/A,https://mybrightwheel.com/search/austin/smith-eac-ymca-39647
Tepsac,4 yrs - 13 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/tepsac-232023
The East Austin College Prep At So,4 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/the-east-austin-college-prep-at-so-232392
Walnut Creek Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/walnut-creek-elem-pre-k-232067
Wooten Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/wooten-elem-pre-k-231335
Anna Strong,Up to 5 yrs,7:00am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/anna-strong-34593
Elisia Ramirez,Up to 13 yrs,7:30am,5:30pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/elisia-ramirez-35470
Fishers Of Men Academy,Up to 13 yrs,6:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/fishers-of-men-academy-39565
Joan Olderog,12 mos - 13 yrs,N/A,N/A,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/joan-olderog-41260
Kristens Kids Limited Liability Corporation,Up to 13 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",N/A,https://mybrightwheel.com/search/austin/kristens-kids-limited-liability-corporation-36927
Lauren Waugh,Up to 13 yrs,8:00am,5:00pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/17.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/lauren-waugh-42977
Perez Elem Pre-K,3 yrs - 11 yrs,N/A,N/A,Language Immersion,https://images.mybrightwheel.com/schools/2.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/perez-elem-pre-k-232637
Uphaus Child Development Center,Up to 5 yrs,7:00am,6:00pm,"Daycare & Child Care, Preschools",https://images.mybrightwheel.com/schools/2.jpg?h=211&auto=format,https://mybrightwheel.com/search/austin/uphaus-child-development-center-40382
Austin Isd Child Development Cente,4 yrs - 6 yrs,N/A,N/A,Preschools,N/A,https://mybrightwheel.com/search/austin/austin-isd-child-development-cente-231041
Brittaney Young,Unknown,N/A,N/A,Daycare & Child Care,N/A,https://mybrightwheel.com/search/austin/brittaney-young-230798
Brittany Mays,Unknown,N/A,N/A,Daycare & Child Care,N/A,https://mybrightwheel.com/search/austin/brittany-mays-229597
Camille Mandel,Unknown,N/A,N/A,Daycare & Child Care,N/A,https://mybrightwheel.com/search/austin/camille-mandel-229712
